fare_amount,passenger_count_2.0,passenger_count_3.0,passenger_count_4.0,passenger_count_5.0,passenger_count_6.0,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,session_evening,session_morning,session_night_AM,session_night_PM,season_summer,season_winter,week_weekend,distance_km
6.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.258258733
19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.576254859
6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.177843674
18.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.844069654
10.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.470549063
6.9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.256729967
12.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.468170122
12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.34751867
4.9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.112254441
17.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.653734099
7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.142193979
6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.209676352
9.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.514101883
4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.025794516
13.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.173956789
16.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.667834988
7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.31292205
5.5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0.110525627
7.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.254371982
16.44699132,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.771431652
7.948359633,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.197060108
6.485887079,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.095443267
4.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.208821281
8.5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.226392663
5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.204140428
16.1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.453766423
7.7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.377403868
11,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0.340371901
7.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.219840368
12.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.574373282
16.22773856,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0.809820464
11.7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.516150216
7.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.26282603
13.7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.724325114
18,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.475853936
9.7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.455647327
10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.257918958
4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.198065306
8.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.303444586
6.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2027322
7.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.339932857
7.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.527547515
10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.30402931
6.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.716161547
6.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.236712373
16.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0.826876234
20.55462025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.864069212
7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.267102283
6.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.180624001
11.08251237,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.483187207
6.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.149313083
14.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.719356978
9.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.312835379
6.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.223835396
8.230451012,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.335792393
19.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0.655962159
15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.565446454
5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.114225829
20.93004026,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.843569117
10.72256265,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.49044902
16.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.608591557
15,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.507932492
10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.596598528
5.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.166911378
7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.27979482
6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.20485461
5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.120854287
6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.283653329
13.7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.720167808
4.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.189357838
7.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.869067476
2.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011879323
5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0.15578225
5.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.194523617
6.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.141383205
9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.312784544
7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.419968435
10.57057336,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.387005417
6.5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0.175234858
19.10008318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.867481964
12.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.437934621
16.74732367,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.583230404
9.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0.242153865
12.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.425877003
10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.426881193
6.333141185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.218996016
5.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.206111042
16,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.486415527
9.909625222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.297421735
4.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.134238816
17.44412873,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.889642608
5.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.165187265
6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.252523459
7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.11321376
9.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.322684819
6.355185123,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.164411962
10.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.505777658
9.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.31074609
14.58598839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441632614
12.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.725230516
16.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.924307081
8.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.293269719
6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.373369246
9.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.268547566
12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.78265459
6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.142784654
10.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.513873142
5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0.229449178
9.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.226418267
12.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.694721369
7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.297621721
14.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.603010354
14.32041643,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.420953015
5.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.26485485
4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.146788233
11.47978528,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.943896903
8.9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.417050047
6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.274162986
4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.085470522
7.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.173153082
2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.042747293
5.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.147654236
5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.135315045
17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.738620581
12.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.449978055
4.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.173079462
3.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.091278878
14.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.587835021
4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.092797146
4.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.106279895
4.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.06367992
5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.208248753
9.5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.2649807
5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.155772679
10.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.194120583
4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.200484452
6.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.264279174
12.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.616320713
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.22995196
7.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.203188832
4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.510023709
6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.293614856
6.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.190718394
10.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.475211619
5.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.136361242
19.95024421,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0.726987976
5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.313398055
10.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.430696807
7.7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.333171779
8.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.380717455
8.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.243833306
21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.395687499
4.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.099200437
4.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.053859153
6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.099361885
6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.344466583
14.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.468854359
7.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.247587561
7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.277682413
3.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.10818881
7.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.338278565
3.967930659,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.073771651
14.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.640620589
6.9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.240495931
8.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.382404735
5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.157705319
15.47959759,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.65228581
10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.327236098
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.102086518
8.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.173264913
7,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.212066491
21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.975402133
3.7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.078329506
4.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.075226798
8.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.248195564
16.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.78352997
4.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.076880451
9.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.329484321
9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0.252854381
7.5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.187767583
6.1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.286064348
13.95385917,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.346765033
15,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.545329812
10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.328475346
15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.216690093
12.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.459237705
15.95194453,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
4.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.145107781
3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.078432154
4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.146553975
4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.128813714
9,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.145877964
14.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.018252804
6.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.17340867
9.314291226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.334847056
17.70035792,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.849460993
5.5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0.189327896
6.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.043742296
12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.463933368
4.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.107351363
5.7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.212887173
5.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.282209936
10.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.635646088
4.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.178063815
6.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.130022375
8.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.309752023
13.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.552225225
10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.382199489
3.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.13300648
9.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.49285901
9.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.33122355
12.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.567711679
3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.085855633
18.59653983,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.777860009
6.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.221848363
20.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0.795700266
14.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.759138963
8.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.398264486
5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.198292893
6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.226711778
9.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.421222592
11.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.28101947
9.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.325552999
10.71938469,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.280284671
7.997805488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285074804
8.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.169952408
10.96609626,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.480686957
9.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.140337194
12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
18.12172203,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0.891452323
13.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.593929055
8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.326354797
8.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.512064995
3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.127592978
12,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.349004051
6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.300813378
8.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
11.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.504860283
7.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.092235446
7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.209349815
11.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.42377239
9.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.269839971
21.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.870518192
5.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0.146812906
5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.102602
4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.12104251
6.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.184674228
12.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.545277144
20.24553656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.793161885
7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.169165446
8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.215754627
15.20743896,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.993307062
8.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.192602795
4.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.136164788
3.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.084466638
11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.335060719
5.5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.223026576
8.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.431383019
5.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.137966681
6.9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.214898091
6.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.247805294
7.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.185044147
8.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.330226558
21.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.712068276
11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.598386829
6.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.191326962
19.93686484,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.698926089
18.63898323,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.768858522
5.7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.124912373
5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.152705665
5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15475333
5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.211717443
11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.401861467
5.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.170381027
4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.197582978
17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.755754664
9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.314617666
8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.349064878
4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.10139824
10.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.630416541
19.48238875,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.8536653
4.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.147265813
14.86690908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.974251358
6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.171486964
14.21477607,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.414349577
7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.226953611
20.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.957154244
6.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.266366906
13.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.345668147
13.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.293815406
10.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.269471435
13.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.673848101
5.3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.145722536
10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.190244508
3.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.117536343
15.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.44227851
8.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.269792854
16,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.75131321
